ID,customerID,companyName,contactName,contactTitle,address,city,postalCode,country,phone
c43c7035-6c6d-4453-a5b3-6d536d51ecee,SUMMI,Summit Solutions Co. - Div 1,Emily Miller,Marketing Manager,243 Park Ln,Da Nang,550000,Vietnam,0258-3567890
fbeb550c-6567-4334-9459-e2baf6ecb271,VORTE,Vortex Foods S.A. - Div 1,William Davis,Order Administrator,244 Main St,Singapore,018981,Singapore,6555-1234
1be55979-3ba9-4da5-8f99-14b0f49b78d3,ZENIT,Zenith Group Partnership - Div 1,Olivia Rodriguez,Accounting Manager,245 Broadway,Houston,77001,USA,(555) 014-3829
d1235186-be95-40b6-976f-fed43b3fa597,NOVAE,Nova Enterprises LLC - Div 1,James Martinez,Finance Director,246 Oak Ave,Frankfurt,60311,Germany,040-0274321
575ddb24-41fb-4577-82c5-ec7ecf788bbd,INFIN,Infinity Partners Inc. - Div 1,Sophia Hernandez,Purchasing Agent,247 Pine St,Liverpool,L1 1JR,UK,(0113) 555-7878
8f64a9e9-fed1-4f7f-ba74-4a4b5812a80e,QUANT,Quantum Ventures Corp - Div 1,Robert Lopez,Inventory Manager,248 Maple Dr,Da Nang,550000,Vietnam,0225-3987123
067e3953-c9bc-4b53-bd64-e91d66936aaa,OMNIH,Omni Holdings Ltd - Div 1,Isabella Gonzalez,Logistics Coordinator,249 Cedar Rd,Singapore,018981,Singapore,6555-7766
5fefee0b-9f66-4385-82a7-77e90b795bb2,DYNAM,Dynamic Systems GmbH - Div 1,David Wilson,Owner,250 Elm St,Los Angeles,90001,USA,(555) 019-2834
3e6d0026-d278-4b97-95f7-2c3a8cbc5630,PRIME,Prime Technologies Co. - Div 1,Mia Anderson,Sales Representative,251 View Rd,Stuttgart,70173,Germany,089-0874321
3b436bea-4ad3-4023-af1b-a0f2578a578e,ALPHA,Alpha Manufacturing S.A. - Div 1,Richard Thomas,Purchasing Manager,252 Sunset Blvd,Leeds,LS1 1UR,UK,(0121) 555-3434
20c9f2a1-ad6d-4c78-aaeb-08acb1b983ad,BETAS,Beta Supply Partnership - Div 1,Charlotte Taylor,Marketing Manager,253 Lake St,Hai Phong,180000,Vietnam,0292-3487569
af4a3b6c-4a9e-43b9-b6ff-0e54d0c46d5d,DELTA,Delta Distribution LLC - Div 1,Joseph Moore,Order Administrator,254 High St,Singapore,018981,Singapore,6555-9988
6ba54a82-dac2-4c3c-ae60-4657db0439f2,SIGMA,Sigma Services Inc. - Div 1,Amelia Jackson,Accounting Manager,255 Park Ln,Chicago,60601,USA,(555) 013-4827
70d7edf5-d40a-455d-a06b-4142501ca341,FALCO,Falcon Trading Corp - Div 1,Thomas Martin,Finance Director,256 Main St,Munich,80331,Germany,030-0074321
3f271131-d14e-4545-8970-317ae02de6ce,TITAN,Titan Logistics Ltd - Div 1,Evelyn Smith,Purchasing Agent,257 Broadway,Liverpool,L1 1JR,UK,(0161) 555-1212
4a9840a6-425c-4aec-afce-e3581066a32e,AEROI,Aero Industries GmbH - Div 1,Charles Johnson,Inventory Manager,258 Oak Ave,Can Tho,900000,Vietnam,0236-3987654
716f3085-66b5-4276-9b63-8b3c104b1e2f,HORIZ,Horizon Solutions Co. - Div 1,Abigail Williams,Logistics Coordinator,259 Pine St,Singapore,018981,Singapore,6555-4321
b12c4fc7-1e13-4aed-b337-da02183f7534,GLOBA,Global Group S.A. - Div 1,John Brown,Owner,260 Maple Dr,Miami,33101,USA,(555) 011-3829
1948da08-d2fd-49dd-87f2-7825f71c787f,APEXE,Apex Enterprises Partnership - Div 1,Jane Jones,Sales Representative,261 Cedar Rd,Berlin,10115,Germany,0221-0474321
111df41a-4704-4b6c-8150-e03d9d38abd6,MATRI,Matrix Partners LLC - Div 1,Michael Garcia,Purchasing Manager,262 Elm St,Leeds,LS1 1UR,UK,(0171) 555-2282
b6dad0c5-b2e9-4abe-b35d-024656f91c36,SUMMI,Summit Ventures Inc. - Div 1,Emily Miller,Marketing Manager,263 View Rd,Can Tho,900000,Vietnam,028-38765432
064d0c67-eeb6-4d5f-866f-df4ba96b05e0,VORTE,Vortex Holdings Corp - Div 1,William Davis,Order Administrator,264 Sunset Blvd,Singapore,018981,Singapore,6555-8765
b01b8ce5-ca24-4a44-8689-64cb89d3bbc9,ZENIT,Zenith Systems Ltd - Div 1,Olivia Rodriguez,Accounting Manager,265 Lake St,Boston,02101,USA,(555) 015-8473
bc869d05-2fae-4423-bb6c-164f9e48c980,NOVAT,Nova Technologies GmbH - Div 1,James Martinez,Finance Director,266 High St,Cologne,50667,Germany,0711-0374321
4a416b8c-539e-44a0-ac03-c7a478646b5b,INFIN,Infinity Manufacturing Co. - Div 1,Sophia Hernandez,Purchasing Agent,267 Park Ln,Glasgow,G1 1QX,UK,(0141) 555-7777
bb43b6fe-64b0-4881-aa90-f2d7ad037be4,QUANT,Quantum Supply S.A. - Div 1,Robert Lopez,Inventory Manager,268 Main St,Ho Chi Minh City,700000,Vietnam,024-34567890
294a5561-02e5-468f-9ce4-523cdc12c3b6,OMNID,Omni Distribution Partnership - Div 1,Isabella Gonzalez,Logistics Coordinator,269 Broadway,Singapore,018981,Singapore,6555-5678
4b21e9ed-4246-4adc-aaab-1595223252bb,DYNAM,Dynamic Services LLC - Div 1,David Wilson,Owner,270 Oak Ave,San Francisco,94101,USA,(555) 012-9847
d6329594-08cb-4a4c-b757-dc3f19b73f63,PRIME,Prime Trading Inc. - Div 1,Mia Anderson,Sales Representative,271 Pine St,Hamburg,20095,Germany,069-0974321
f3ffd3b4-3fc9-4a65-bf84-0c2f1b647f6a,ALPHA,Alpha Logistics Corp - Div 1,Richard Thomas,Purchasing Manager,272 Maple Dr,Glasgow,G1 1QX,UK,(0151) 555-9898
fa540254-0ccc-48ed-8620-aedfcebbaad4,BETAI,Beta Industries Ltd - Div 1,Charlotte Taylor,Marketing Manager,273 Cedar Rd,Ho Chi Minh City,700000,Vietnam,0258-3567890
90672c79-1bac-4bb9-a42a-e7bf7409eac6,DELTA,Delta Solutions GmbH - Div 1,Joseph Moore,Order Administrator,274 Elm St,Singapore,018981,Singapore,6555-1234
e3976607-50a9-420e-86c7-992219447232,SIGMA,Sigma Foods Co. - Div 1,Amelia Jackson,Accounting Manager,275 View Rd,Seattle,98101,USA,(555) 014-3829
6c15111a-a416-48be-92d7-75a5efb10150,FALCO,Falcon Group S.A. - Div 1,Thomas Martin,Finance Director,276 Sunset Blvd,Frankfurt,60311,Germany,040-0274321
6de81b78-d1f5-498f-85ee-78c25f38a70b,TITAN,Titan Enterprises Partnership - Div 1,Evelyn Smith,Purchasing Agent,277 Lake St,London,EC1A 1BB,UK,(0113) 555-7878
45649231-ba84-46f2-b9fb-12836ae7ba52,AEROP,Aero Partners LLC - Div 1,Charles Johnson,Inventory Manager,278 High St,Da Nang,550000,Vietnam,0225-3987123
4fa83a0b-e2a8-43b4-8ca3-369da2115153,HORIZ,Horizon Ventures Inc. - Div 1,Abigail Williams,Logistics Coordinator,279 Park Ln,Singapore,018981,Singapore,6555-7766
b1f40af1-5c06-4024-a4c5-b1c119d8a016,GLOBA,Global Systems Corp - Div 1,John Brown,Owner,280 Main St,Chicago,60601,USA,(555) 019-2834
9343f836-6ac7-4109-88e9-2c6870ea2e7d,APEXT,Apex Technologies Ltd - Div 1,Jane Jones,Sales Representative,281 Broadway,Frankfurt,60311,Germany,089-0874321
5ae65bd7-ac90-4783-ac8e-d73d2a1f4030,MATRI,Matrix Manufacturing GmbH - Div 1,Michael Garcia,Purchasing Manager,282 Oak Ave,London,EC1A 1BB,UK,(0121) 555-3434
808a9cde-9705-4e0b-8c95-87ef80f1cec6,SUMMI,Summit Supply Co. - Div 1,Emily Miller,Marketing Manager,283 Pine St,Ho Chi Minh City,700000,Vietnam,0292-3487569
661c3645-c18a-4cd7-a9d9-81e3e3d41e15,VORTE,Vortex Distribution S.A. - Div 1,William Davis,Order Administrator,284 Maple Dr,Singapore,018981,Singapore,6555-9988
d9711325-8db5-480c-8e2f-0f174f8bf7d3,ZENIT,Zenith Services Partnership - Div 1,Olivia Rodriguez,Accounting Manager,285 Cedar Rd,San Francisco,94101,USA,(555) 013-4827
1edc0573-68d8-48ef-b8b1-4cd872668252,NOVAT,Nova Trading LLC - Div 1,James Martinez,Finance Director,286 Elm St,Frankfurt,60311,Germany,030-0074321
494711b2-894e-4cc1-a83b-eb714149955a,INFIN,Infinity Logistics Inc. - Div 1,Sophia Hernandez,Purchasing Agent,287 View Rd,London,EC1A 1BB,UK,(0161) 555-1212
0043eb6b-389a-48f0-988b-dedd0ff0d227,QUANT,Quantum Industries Corp - Div 1,Robert Lopez,Inventory Manager,288 Sunset Blvd,Can Tho,900000,Vietnam,0236-3987654
7ad45927-488a-4af8-a1b4-7f2390ed4969,OMNIS,Omni Solutions Ltd - Div 1,Isabella Gonzalez,Logistics Coordinator,289 Lake St,Singapore,018981,Singapore,6555-4321
69378fcb-de56-48cf-b938-1bd49d96a551,DYNAM,Dynamic Foods GmbH - Div 1,David Wilson,Owner,290 High St,Seattle,98101,USA,(555) 011-3829
7d883e9b-09c8-4ae5-81bc-0ac47428c87a,PRIME,Prime Group Co. - Div 1,Mia Anderson,Sales Representative,291 Park Ln,Hamburg,20095,Germany,0221-0474321
8dece26f-5d64-456b-ae7f-9a81316cf2c8,ALPHA,Alpha Enterprises S.A. - Div 1,Richard Thomas,Purchasing Manager,292 Main St,Leeds,LS1 1UR,UK,(0171) 555-2282
b11f3ce7-f58c-468e-b8f1-28ccbd61e255,BETAP,Beta Partners Partnership - Div 1,Charlotte Taylor,Marketing Manager,293 Broadway,Can Tho,900000,Vietnam,028-38765432
61453345-9b10-44e2-b2d1-d472c0fe6e73,DELTA,Delta Ventures LLC - Div 1,Joseph Moore,Order Administrator,294 Oak Ave,Singapore,018981,Singapore,6555-8765
8e204a61-f804-49b3-8df2-18701e093960,SIGMA,Sigma Holdings Inc. - Div 1,Amelia Jackson,Accounting Manager,295 Pine St,Houston,77001,USA,(555) 015-8473
54ff370a-a4aa-4443-9922-d360ed48afee,FALCO,Falcon Systems Corp - Div 1,Thomas Martin,Finance Director,296 Maple Dr,Frankfurt,60311,Germany,0711-0374321
f88a2942-4214-4dda-804a-57ff883b90cf,TITAN,Titan Technologies Ltd - Div 1,Evelyn Smith,Purchasing Agent,297 Cedar Rd,Leeds,LS1 1UR,UK,(0141) 555-7777
ed4f3766-14a1-474d-85b9-2b4139b8ccfd,AEROM,Aero Manufacturing GmbH - Div 1,Charles Johnson,Inventory Manager,298 Elm St,Hanoi,100000,Vietnam,024-34567890
3a149f96-1b3e-46b6-854f-f9425a57ea11,HORIZ,Horizon Supply Co. - Div 1,Abigail Williams,Logistics Coordinator,299 View Rd,Singapore,018981,Singapore,6555-5678
e85e65c6-5db0-4c64-929d-6f41a7e95314,GLOBA,Global Services S.A. - Div 1,John Brown,Owner,300 Sunset Blvd,Seattle,98101,USA,(555) 012-9847
2222493f-1c16-452e-9f27-0a8b0ee2aaee,APEXT,Apex Trading Partnership - Div 1,Jane Jones,Sales Representative,301 Lake St,Hamburg,20095,Germany,069-0974321
88b9036e-7fb3-4a3f-ba38-7afdf8c5e859,MATRI,Matrix Logistics LLC - Div 1,Michael Garcia,Purchasing Manager,302 High St,London,EC1A 1BB,UK,(0151) 555-9898
f7259474-d472-4ac1-b45d-1fc5e59dc45f,SUMMI,Summit Industries Inc. - Div 1,Emily Miller,Marketing Manager,303 Park Ln,Nha Trang,650000,Vietnam,0258-3567890
e3102b4d-42b6-42f8-8903-5682b0b4acd1,VORTE,Vortex Solutions Corp - Div 1,William Davis,Order Administrator,304 Main St,Singapore,018981,Singapore,6555-1234
579b3b20-1fae-4655-a6c9-19862f78378f,ZENIT,Zenith Foods Ltd - Div 1,Olivia Rodriguez,Accounting Manager,305 Broadway,San Francisco,94101,USA,(555) 014-3829
4de9ae26-d33a-48b3-b8e2-3fb3cc789b0b,NOVAG,Nova Group GmbH - Div 1,James Martinez,Finance Director,306 Oak Ave,Stuttgart,70173,Germany,040-0274321
185a49bb-16de-423d-84d6-e2b762fd7d59,INFIN,Infinity Enterprises Co. - Div 1,Sophia Hernandez,Purchasing Agent,307 Pine St,Birmingham,B1 1AY,UK,(0113) 555-7878
eb845b4a-e72b-4456-bf44-1af4675e029c,QUANT,Quantum Partners S.A. - Div 1,Robert Lopez,Inventory Manager,308 Maple Dr,Hai Phong,180000,Vietnam,0225-3987123
5fbf6e58-3ff9-4cd4-8c15-36bba342ab24,OMNIV,Omni Ventures Partnership - Div 1,Isabella Gonzalez,Logistics Coordinator,309 Cedar Rd,Singapore,018981,Singapore,6555-7766
4856d4ed-244f-4087-b6a4-891147f43106,DYNAM,Dynamic Holdings LLC - Div 1,David Wilson,Owner,310 Elm St,Seattle,98101,USA,(555) 019-2834
0e1d3f28-dfec-44c1-b28d-6aa773ab4d24,PRIME,Prime Systems Inc. - Div 1,Mia Anderson,Sales Representative,311 View Rd,Munich,80331,Germany,089-0874321
00c3c01b-f33e-4cbb-a0be-fac110d6013d,ALPHA,Alpha Technologies Corp - Div 1,Richard Thomas,Purchasing Manager,312 Sunset Blvd,Leeds,LS1 1UR,UK,(0121) 555-3434
169cd7c1-0dcc-4ca3-8ddb-40805fd9c01d,BETAM,Beta Manufacturing Ltd - Div 1,Charlotte Taylor,Marketing Manager,313 Lake St,Nha Trang,650000,Vietnam,0292-3487569
063ee381-1f30-46c8-a4b4-b7f8e747ad4d,DELTA,Delta Supply GmbH - Div 1,Joseph Moore,Order Administrator,314 High St,Singapore,018981,Singapore,6555-9988
29360e5a-a0d1-462c-b86d-7b9c47ff0d28,SIGMA,Sigma Distribution Co. - Div 1,Amelia Jackson,Accounting Manager,315 Park Ln,Miami,33101,USA,(555) 013-4827
789698b5-cc8e-40f3-8343-83a972f302a7,FALCO,Falcon Services S.A. - Div 1,Thomas Martin,Finance Director,316 Main St,Frankfurt,60311,Germany,030-0074321
d8121fb7-8796-4456-9d75-f9afce0c25ca,TITAN,Titan Trading Partnership - Div 1,Evelyn Smith,Purchasing Agent,317 Broadway,Leeds,LS1 1UR,UK,(0161) 555-1212
88825ae8-0023-4ccb-8f1c-7502ff678249,AEROL,Aero Logistics LLC - Div 1,Charles Johnson,Inventory Manager,318 Oak Ave,Ho Chi Minh City,700000,Vietnam,0236-3987654
a264e934-25b3-46bf-bf02-fd81e8eb4fc5,HORIZ,Horizon Industries Inc. - Div 1,Abigail Williams,Logistics Coordinator,319 Pine St,Singapore,018981,Singapore,6555-4321
d2e0c4f7-2870-4375-983e-260b5b0a31d4,GLOBA,Global Foods Corp - Div 1,John Brown,Owner,320 Maple Dr,Miami,33101,USA,(555) 011-3829
5c9296ca-3a68-4d60-b372-73a8ed7fcbc0,APEXG,Apex Group Ltd - Div 1,Jane Jones,Sales Representative,321 Cedar Rd,Cologne,50667,Germany,0221-0474321
e6854505-7a62-474b-aa1a-9ba2dbe340e3,MATRI,Matrix Enterprises GmbH - Div 1,Michael Garcia,Purchasing Manager,322 Elm St,Birmingham,B1 1AY,UK,(0171) 555-2282
bb0ac759-430b-4f35-9366-488c03de95a9,SUMMI,Summit Partners Co. - Div 1,Emily Miller,Marketing Manager,323 View Rd,Ho Chi Minh City,700000,Vietnam,028-38765432
1c928617-e788-4d16-a332-e5d6c3bfefba,VORTE,Vortex Ventures S.A. - Div 1,William Davis,Order Administrator,324 Sunset Blvd,Singapore,018981,Singapore,6555-8765
7f6daeae-bee7-4ed5-b3fe-a78fb5414838,ZENIT,Zenith Holdings Partnership - Div 1,Olivia Rodriguez,Accounting Manager,325 Lake St,San Francisco,94101,USA,(555) 015-8473
925e448d-8dc5-4969-ad46-d81b39f21f99,NOVAS,Nova Systems LLC - Div 1,James Martinez,Finance Director,326 High St,Stuttgart,70173,Germany,0711-0374321
b7939ccf-4e88-46a3-b7ff-42fef7b1f932,INFIN,Infinity Technologies Inc. - Div 1,Sophia Hernandez,Purchasing Agent,327 Park Ln,Manchester,M1 1AE,UK,(0141) 555-7777
22880151-4b55-45f2-8912-c4ba2f95d3dd,QUANT,Quantum Manufacturing Corp - Div 1,Robert Lopez,Inventory Manager,328 Main St,Ho Chi Minh City,700000,Vietnam,024-34567890
988b30b0-446a-4246-a5f0-67a887a756af,OMNIS,Omni Supply Ltd - Div 1,Isabella Gonzalez,Logistics Coordinator,329 Broadway,Singapore,018981,Singapore,6555-5678
0f1df5fc-2f87-4d9c-bd0e-0273b30a0ceb,DYNAM,Dynamic Distribution GmbH - Div 1,David Wilson,Owner,330 Oak Ave,Houston,77001,USA,(555) 012-9847
d7f80b8f-d584-4df3-9fce-b9a98fb0f5cc,PRIME,Prime Services Co. - Div 1,Mia Anderson,Sales Representative,331 Pine St,Munich,80331,Germany,069-0974321
fde8a9fd-ea68-45da-b653-4cef2f7c8d43,ALPHA,Alpha Trading S.A. - Div 1,Richard Thomas,Purchasing Manager,332 Maple Dr,Glasgow,G1 1QX,UK,(0151) 555-9898
1a339170-8761-44cb-b30b-7d88539b34ac,BETAL,Beta Logistics Partnership - Div 1,Charlotte Taylor,Marketing Manager,333 Cedar Rd,Nha Trang,650000,Vietnam,0258-3567890
dad94608-59ee-46df-875a-ded7bbb787d1,DELTA,Delta Industries LLC - Div 1,Joseph Moore,Order Administrator,334 Elm St,Singapore,018981,Singapore,6555-1234
07b9005f-b213-4e55-94b7-cd136d90e635,SIGMA,Sigma Solutions Inc. - Div 1,Amelia Jackson,Accounting Manager,335 View Rd,Los Angeles,90001,USA,(555) 014-3829
9f879219-44c3-4a75-9a88-a8c2e351621a,FALCO,Falcon Foods Corp - Div 1,Thomas Martin,Finance Director,336 Sunset Blvd,Cologne,50667,Germany,040-0274321
eec1348d-9c42-46a2-8b41-ad7772763f39,TITAN,Titan Group Ltd - Div 1,Evelyn Smith,Purchasing Agent,337 Lake St,Leeds,LS1 1UR,UK,(0113) 555-7878
9a888827-9206-4162-8dbf-a12aa9a59f90,AEROE,Aero Enterprises GmbH - Div 1,Charles Johnson,Inventory Manager,338 High St,Hai Phong,180000,Vietnam,0225-3987123
34bcedc1-62da-4677-ab53-def86dc1a7f2,HORIZ,Horizon Partners Co. - Div 1,Abigail Williams,Logistics Coordinator,339 Park Ln,Singapore,018981,Singapore,6555-7766
5d62a898-ee2e-4a80-82a1-bf294ac63566,GLOBA,Global Holdings S.A. - Div 1,John Brown,Owner,340 Main St,Miami,33101,USA,(555) 019-2834
9e4bf593-b9fe-4e55-887f-0a7fd0308abd,APEXS,Apex Systems Partnership - Div 1,Jane Jones,Sales Representative,341 Broadway,Berlin,10115,Germany,089-0874321
4cc83d56-c316-411e-932f-19b0c32bdf8e,MATRI,Matrix Technologies LLC - Div 1,Michael Garcia,Purchasing Manager,342 Oak Ave,London,EC1A 1BB,UK,(0121) 555-3434
4beb8a3a-53fa-4287-b0d7-ef09a0a08243,SUMMI,Summit Manufacturing Inc. - Div 1,Emily Miller,Marketing Manager,343 Pine St,Nha Trang,650000,Vietnam,0292-3487569
e330693f-8ede-49ee-bf8f-8d486df1973e,VORTE,Vortex Supply Corp - Div 1,William Davis,Order Administrator,344 Maple Dr,Singapore,018981,Singapore,6555-9988
be7cf163-bf7f-4da9-bdd3-00b95f7fa966,ZENIT,Zenith Distribution Ltd - Div 1,Olivia Rodriguez,Accounting Manager,345 Cedar Rd,Houston,77001,USA,(555) 013-4827
23f724b7-4b2a-464d-9191-acbfd11960f8,NOVAS,Nova Services GmbH - Div 1,James Martinez,Finance Director,346 Elm St,Munich,80331,Germany,030-0074321
b0eb3bf9-01db-45f3-aa15-8bf92edde054,INFIN,Infinity Trading Co. - Div 1,Sophia Hernandez,Purchasing Agent,347 View Rd,Liverpool,L1 1JR,UK,(0161) 555-1212
488c2dd3-3111-42ae-8f53-d8f7cefe1f05,QUANT,Quantum Logistics S.A. - Div 1,Robert Lopez,Inventory Manager,348 Sunset Blvd,Hai Phong,180000,Vietnam,0236-3987654
6e3bb46b-592f-4188-9671-130df34ad09f,OMNII,Omni Industries Partnership - Div 1,Isabella Gonzalez,Logistics Coordinator,349 Lake St,Singapore,018981,Singapore,6555-4321
08e6174c-97ad-449a-be22-cd9cc4e30cb6,DYNAM,Dynamic Solutions LLC - Div 1,David Wilson,Owner,350 High St,Miami,33101,USA,(555) 011-3829
918a2095-5fc4-4714-a698-cf58b9c8aab5,PRIME,Prime Foods Inc. - Div 1,Mia Anderson,Sales Representative,351 Park Ln,Frankfurt,60311,Germany,0221-0474321
21b3daed-0fad-443c-8ea9-e7c56140d1ad,ALPHA,Alpha Group Corp - Div 1,Richard Thomas,Purchasing Manager,352 Main St,London,EC1A 1BB,UK,(0171) 555-2282
451110c5-0e08-4967-945b-5ecf1563796c,BETAE,Beta Enterprises Ltd - Div 1,Charlotte Taylor,Marketing Manager,353 Broadway,Can Tho,900000,Vietnam,028-38765432
1b63e716-4b8b-478d-ae0f-296dd52f04e5,DELTA,Delta Partners GmbH - Div 1,Joseph Moore,Order Administrator,354 Oak Ave,Singapore,018981,Singapore,6555-8765
5f45dc53-727d-4e81-848d-050be10c716d,SIGMA,Sigma Ventures Co. - Div 1,Amelia Jackson,Accounting Manager,355 Pine St,Boston,02101,USA,(555) 015-8473
d1c1c112-1989-49c3-916e-3765d3802d21,FALCO,Falcon Holdings S.A. - Div 1,Thomas Martin,Finance Director,356 Maple Dr,Cologne,50667,Germany,0711-0374321
c5ab5e08-a24b-45d4-8ee0-3474806edae4,TITAN,Titan Systems Partnership - Div 1,Evelyn Smith,Purchasing Agent,357 Cedar Rd,Glasgow,G1 1QX,UK,(0141) 555-7777
67689461-9c55-431e-b2c4-26de59096ac4,AEROT,Aero Technologies LLC - Div 1,Charles Johnson,Inventory Manager,358 Elm St,Nha Trang,650000,Vietnam,024-34567890
6292f5ef-d527-4cab-b08a-8c34794e5663,HORIZ,Horizon Manufacturing Inc. - Div 1,Abigail Williams,Logistics Coordinator,359 View Rd,Singapore,018981,Singapore,6555-5678
e62ba053-f371-4c5f-9729-4b73967a2c6e,GLOBA,Global Distribution Corp - Div 1,John Brown,Owner,360 Sunset Blvd,Los Angeles,90001,USA,(555) 012-9847
21d24cbb-9d84-41c4-9a8d-c933433ff5df,APEXS,Apex Services Ltd - Div 1,Jane Jones,Sales Representative,361 Lake St,Munich,80331,Germany,069-0974321
f4621fef-9a4d-4b8c-9149-f2637c6a4cf5,MATRI,Matrix Trading GmbH - Div 1,Michael Garcia,Purchasing Manager,362 High St,Manchester,M1 1AE,UK,(0151) 555-9898
68776a98-fedc-4438-89f6-fb1b54229e61,SUMMI,Summit Logistics Co. - Div 1,Emily Miller,Marketing Manager,363 Park Ln,Da Nang,550000,Vietnam,0258-3567890
c7400c12-a782-4eb3-8a19-4b4619729c42,VORTE,Vortex Industries S.A. - Div 1,William Davis,Order Administrator,364 Main St,Singapore,018981,Singapore,6555-1234
d64763ab-b5b1-4657-89c6-a434655bb47c,ZENIT,Zenith Solutions Partnership - Div 1,Olivia Rodriguez,Accounting Manager,365 Broadway,Chicago,60601,USA,(555) 014-3829
18abaa5b-0d3e-4703-bf4f-8125b70d4932,NOVAF,Nova Foods LLC - Div 1,James Martinez,Finance Director,366 Oak Ave,Frankfurt,60311,Germany,040-0274321
a963b3f0-206c-4ad4-83d2-33fdcde8925c,INFIN,Infinity Group Inc. - Div 1,Sophia Hernandez,Purchasing Agent,367 Pine St,Liverpool,L1 1JR,UK,(0113) 555-7878
930e0d9b-10f0-4cc6-bf62-978c4a6fb6c6,QUANT,Quantum Enterprises Corp - Div 1,Robert Lopez,Inventory Manager,368 Maple Dr,Ho Chi Minh City,700000,Vietnam,0225-3987123
bb07fa14-1530-492d-a05f-166cb29dcb32,OMNIP,Omni Partners Ltd - Div 1,Isabella Gonzalez,Logistics Coordinator,369 Cedar Rd,Singapore,018981,Singapore,6555-7766
11d57212-319d-4a35-8724-82d8c3bff6b6,DYNAM,Dynamic Ventures GmbH - Div 1,David Wilson,Owner,370 Elm St,Boston,02101,USA,(555) 019-2834
e1e81c58-67c5-450e-9c57-8d3b8502c913,PRIME,Prime Holdings Co. - Div 1,Mia Anderson,Sales Representative,371 View Rd,Cologne,50667,Germany,089-0874321
a0942357-3377-46bd-84cd-5ba010f0b337,ALPHA,Alpha Systems S.A. - Div 1,Richard Thomas,Purchasing Manager,372 Sunset Blvd,Leeds,LS1 1UR,UK,(0121) 555-3434
96ca84c5-0e5c-4dd5-9912-3e1a55513e9c,BETAT,Beta Technologies Partnership - Div 1,Charlotte Taylor,Marketing Manager,373 Lake St,Nha Trang,650000,Vietnam,0292-3487569
e32a14a4-459d-4e9d-9103-698a786c88af,DELTA,Delta Manufacturing LLC - Div 1,Joseph Moore,Order Administrator,374 High St,Singapore,018981,Singapore,6555-9988
1e1abe6e-c433-4896-b2b6-4a07224d2ac6,SIGMA,Sigma Supply Inc. - Div 1,Amelia Jackson,Accounting Manager,375 Park Ln,Chicago,60601,USA,(555) 013-4827
6dc7ac99-0313-43c2-b333-0f8377e9d59d,FALCO,Falcon Distribution Corp - Div 1,Thomas Martin,Finance Director,376 Main St,Munich,80331,Germany,030-0074321
bad66342-91f2-4e88-91ca-c75380763b6b,TITAN,Titan Services Ltd - Div 1,Evelyn Smith,Purchasing Agent,377 Broadway,Glasgow,G1 1QX,UK,(0161) 555-1212
2d93e2aa-0a19-4a2c-aea3-933479fa5ea1,AEROT,Aero Trading GmbH - Div 1,Charles Johnson,Inventory Manager,378 Oak Ave,Da Nang,550000,Vietnam,0236-3987654
8f67e299-30be-4134-a498-6ae54174a7c4,HORIZ,Horizon Logistics Co. - Div 1,Abigail Williams,Logistics Coordinator,379 Pine St,Singapore,018981,Singapore,6555-4321
5884c295-fdbb-47cc-921a-d573f0f3aa24,GLOBA,Global Solutions S.A. - Div 1,John Brown,Owner,380 Maple Dr,Seattle,98101,USA,(555) 011-3829
275f8a49-7cfe-439b-986a-a28f617bc02b,APEXF,Apex Foods Partnership - Div 1,Jane Jones,Sales Representative,381 Cedar Rd,Cologne,50667,Germany,0221-0474321
351654de-1e1d-493e-bf75-8e562ac08aca,MATRI,Matrix Group LLC - Div 1,Michael Garcia,Purchasing Manager,382 Elm St,London,EC1A 1BB,UK,(0171) 555-2282
cdf7a741-f5b1-4bba-9666-4f9b4849350a,SUMMI,Summit Enterprises Inc. - Div 1,Emily Miller,Marketing Manager,383 View Rd,Hai Phong,180000,Vietnam,028-38765432
66c761dc-8421-4627-8bf3-c1873765f47c,VORTE,Vortex Partners Corp - Div 1,William Davis,Order Administrator,384 Sunset Blvd,Singapore,018981,Singapore,6555-8765
e78779d6-aef6-4cd8-9f34-08eb9fc56a3b,ZENIT,Zenith Ventures Ltd - Div 1,Olivia Rodriguez,Accounting Manager,385 Lake St,New York,10001,USA,(555) 015-8473
699b7edb-bdef-4fda-89ba-6d4b98921387,NOVAH,Nova Holdings GmbH - Div 1,James Martinez,Finance Director,386 High St,Cologne,50667,Germany,0711-0374321
5b744fa8-8a97-44cd-93a6-8362125e95f3,INFIN,Infinity Systems Co. - Div 1,Sophia Hernandez,Purchasing Agent,387 Park Ln,Glasgow,G1 1QX,UK,(0141) 555-7777
74ff3d40-85b4-4edc-a4b3-765abd5a6af9,QUANT,Quantum Technologies S.A. - Div 1,Robert Lopez,Inventory Manager,388 Main St,Hanoi,100000,Vietnam,024-34567890
d082c511-8b8b-49aa-af91-21c11f426d8f,OMNIM,Omni Manufacturing Partnership - Div 1,Isabella Gonzalez,Logistics Coordinator,389 Broadway,Singapore,018981,Singapore,6555-5678
fb814a86-4cd7-4454-83f9-81ab0ea69e8e,DYNAM,Dynamic Supply LLC - Div 1,David Wilson,Owner,390 Oak Ave,San Francisco,94101,USA,(555) 012-9847
