ID,name,description
71a5e90c-57f7-49bb-9254-0f698e7f2105,Gluten-Free Confections #10,"High quality, select items in the Gluten-Free Confections #10 department."
70125b19-7f42-4eab-a9c4-666f29670a1c,Premium Grains #10,"High quality, select items in the Premium Grains #10 department."
800d23a1-5aba-4e3d-b8b2-c2bcc8421dc1,Organic Meats #10,"High quality, select items in the Organic Meats #10 department."
1fd1abd9-19a9-486b-aa94-51218f7d9622,Gourmet Produce #10,"High quality, select items in the Gourmet Produce #10 department."
896365dc-c298-4d32-baf3-0102d2cde3fe,Fresh Seafood #10,"High quality, select items in the Fresh Seafood #10 department."
6f676389-1672-464b-9b85-e07d8966a186,Selected Snacks #10,"High quality, select items in the Selected Snacks #10 department."
7f6d0074-487d-4f81-90d8-b1ee230b7551,Signature Breads #10,"High quality, select items in the Signature Breads #10 department."
19965d5a-946a-4bed-9cbc-175e22f98538,Artisanal Desserts #10,"High quality, select items in the Artisanal Desserts #10 department."
3265b01e-d8f4-42f6-bd0c-a52dbfd9c35c,Local Sauces #10,"High quality, select items in the Local Sauces #10 department."
8e99869e-1327-44cb-9116-995332902dba,Imported Beverages #10,"High quality, select items in the Imported Beverages #10 department."
6f5d1e51-569c-4e5d-8f85-629d71336625,Specialty Spices #10,"High quality, select items in the Specialty Spices #10 department."
d48e655e-80fe-4c9d-814b-c8d65acb6175,Deluxe Oils #10,"High quality, select items in the Deluxe Oils #10 department."
56709844-bbc3-4bf4-89ee-54d33879fc59,Traditional Extracts #10,"High quality, select items in the Traditional Extracts #10 department."
ea75c870-9d93-42c7-b9fd-38fad1e4bb6e,Vintage Beverages #10,"High quality, select items in the Vintage Beverages #10 department."
d5f5a6da-800d-4718-b619-337a88af774a,Eco-Friendly Condiments #10,"High quality, select items in the Eco-Friendly Condiments #10 department."
6dd291f1-d68e-436d-a2e9-94b54381c5ab,Diet Confections #10,"High quality, select items in the Diet Confections #10 department."
b05fdf6c-bc70-4db3-8fc3-53782b890499,Gluten-Free Dairy #10,"High quality, select items in the Gluten-Free Dairy #10 department."
5df8f20f-e4af-4471-8e40-20551087893d,Premium Meats #10,"High quality, select items in the Premium Meats #10 department."
75765b8b-d0c4-4ecf-ac61-7c15deee8807,Organic Produce #10,"High quality, select items in the Organic Produce #10 department."
a9aedf9a-b84a-4d0e-84e8-9994d52ea63f,Gourmet Seafood #10,"High quality, select items in the Gourmet Seafood #10 department."
10657b6e-0089-4243-a016-deb9c8bdd1f8,Fresh Snacks #10,"High quality, select items in the Fresh Snacks #10 department."
b258d2af-6108-4533-857b-e362f12d4fcc,Selected Breads #10,"High quality, select items in the Selected Breads #10 department."
2a927ace-ddb5-4f0a-be9c-8d1f0b8e6664,Signature Desserts #10,"High quality, select items in the Signature Desserts #10 department."
3efd00b3-5cd2-4d44-986a-1943f20f1e78,Artisanal Sauces #10,"High quality, select items in the Artisanal Sauces #10 department."
368fa7eb-f436-4cdc-bbd8-45da19d7e0df,Local Beverages #10,"High quality, select items in the Local Beverages #10 department."
4ccfec2d-b959-4a0b-95b4-b3e0b876138c,Imported Spices #10,"High quality, select items in the Imported Spices #10 department."
f640edb5-e70d-45cc-9804-6547749f691a,Specialty Oils #10,"High quality, select items in the Specialty Oils #10 department."
25879bbf-531f-401a-88c4-02c01bd0132a,Deluxe Extracts #10,"High quality, select items in the Deluxe Extracts #10 department."
e951a3dc-cb34-45bf-a87e-ccaf796a60c8,Traditional Beverages #10,"High quality, select items in the Traditional Beverages #10 department."
392333b2-65a1-41de-a13b-2e19c649ecc5,Vintage Condiments #10,"High quality, select items in the Vintage Condiments #10 department."
b7027957-742b-4dcc-a4b9-de5582eafaa0,Eco-Friendly Confections #10,"High quality, select items in the Eco-Friendly Confections #10 department."
2fa11616-ecfe-4681-b9d9-71f9f8c5025e,Diet Dairy #10,"High quality, select items in the Diet Dairy #10 department."
1f4e65c8-5204-471d-a31c-8b92e548cc87,Gluten-Free Grains #10,"High quality, select items in the Gluten-Free Grains #10 department."
108a0219-890e-45d9-80b2-28d7f70f917c,Premium Produce #10,"High quality, select items in the Premium Produce #10 department."
c322d3b3-80e1-4938-9eea-0b121023560b,Organic Seafood #10,"High quality, select items in the Organic Seafood #10 department."
8a02586e-3a0e-49f1-97a8-75f783322ee2,Gourmet Snacks #10,"High quality, select items in the Gourmet Snacks #10 department."
3d3fbf49-d6f2-4b29-b3cf-c0d9c8b516bc,Fresh Breads #10,"High quality, select items in the Fresh Breads #10 department."
c71df8d5-b3b3-4c0a-aed5-d82e87f8afd3,Selected Desserts #10,"High quality, select items in the Selected Desserts #10 department."
d4224b24-b4ff-44e7-a4e3-bcad927c4d34,Signature Sauces #10,"High quality, select items in the Signature Sauces #10 department."
67048ff8-77ce-4012-b450-9c55459b9419,Artisanal Beverages #10,"High quality, select items in the Artisanal Beverages #10 department."
6d661f04-a54a-4eb3-8d18-00cb616f1071,Local Spices #10,"High quality, select items in the Local Spices #10 department."
809af282-8e6e-47a9-b524-3561e6a1a6bf,Imported Oils #10,"High quality, select items in the Imported Oils #10 department."
6330fba6-4eed-4c91-be09-41d9fcac07f7,Specialty Extracts #10,"High quality, select items in the Specialty Extracts #10 department."
a8e6a6a8-61bf-4fc8-a63c-77502bfd7cce,Deluxe Beverages #10,"High quality, select items in the Deluxe Beverages #10 department."
a6b5c4e6-7cc4-42a7-87be-a7078254b203,Traditional Condiments #10,"High quality, select items in the Traditional Condiments #10 department."
be2cf344-1543-462c-9e55-7851889793bb,Vintage Confections #10,"High quality, select items in the Vintage Confections #10 department."
9675a61c-80d2-4738-9a75-c997f97fc601,Eco-Friendly Dairy #10,"High quality, select items in the Eco-Friendly Dairy #10 department."
1426327a-cdb3-48c7-9044-23c7820982d5,Diet Grains #10,"High quality, select items in the Diet Grains #10 department."
f482ea8d-6592-400a-b3ed-a34514fe137e,Gluten-Free Meats #10,"High quality, select items in the Gluten-Free Meats #10 department."
a7fa64ce-e5cb-4d51-be28-835d3348ef8c,Premium Seafood #10,"High quality, select items in the Premium Seafood #10 department."
67b9ef67-45c9-4b81-b19d-21167bae3cd0,Organic Snacks #10,"High quality, select items in the Organic Snacks #10 department."
d640ed3d-44d6-4631-9ef2-4fb6a805070a,Gourmet Breads #10,"High quality, select items in the Gourmet Breads #10 department."
025e0c10-0679-4b26-9ccf-066a0988ef0d,Fresh Desserts #10,"High quality, select items in the Fresh Desserts #10 department."
53600eb7-6ffc-43d6-a7ce-6b9640b7aafc,Selected Sauces #10,"High quality, select items in the Selected Sauces #10 department."
abe9267c-53d4-4be8-9acd-682060583e70,Signature Beverages #10,"High quality, select items in the Signature Beverages #10 department."
69caa0a2-3084-4882-81a9-56cdbc4170ea,Artisanal Spices #10,"High quality, select items in the Artisanal Spices #10 department."
76c5b198-d458-4fe6-8165-f04f855fa9d9,Local Oils #10,"High quality, select items in the Local Oils #10 department."
e6daa405-0c53-45a1-8cc0-95961a5dee60,Imported Extracts #10,"High quality, select items in the Imported Extracts #10 department."
8ce3ecc5-b7af-482d-934a-0ab56fa00da6,Specialty Beverages #10,"High quality, select items in the Specialty Beverages #10 department."
081fd9b1-1531-45a5-87a7-1df057ef07e2,Deluxe Condiments #10,"High quality, select items in the Deluxe Condiments #10 department."
89221c40-2931-48bc-bb19-9157254a5fa8,Traditional Confections #10,"High quality, select items in the Traditional Confections #10 department."
1e424759-ce7b-4d43-ad96-f75733a9f49f,Vintage Dairy #10,"High quality, select items in the Vintage Dairy #10 department."
729bb443-8d84-4dee-bd51-2a0222edd7fc,Eco-Friendly Grains #10,"High quality, select items in the Eco-Friendly Grains #10 department."
5c302a07-c300-4d51-90e8-00c9f239774f,Diet Meats #10,"High quality, select items in the Diet Meats #10 department."
a1ff7e5f-647e-4d80-a1f0-f9c6a50b7263,Gluten-Free Produce #10,"High quality, select items in the Gluten-Free Produce #10 department."
0a1de907-69a1-4932-a1e0-1901ee31a66d,Premium Snacks #10,"High quality, select items in the Premium Snacks #10 department."
32905704-1c89-457c-bcb8-2cc6703272c8,Organic Breads #10,"High quality, select items in the Organic Breads #10 department."
08c797d7-14b3-478e-8420-ab18be6e1fba,Gourmet Desserts #10,"High quality, select items in the Gourmet Desserts #10 department."
1378f9f4-fd20-4ff4-b073-e6e81a5f54a4,Fresh Sauces #10,"High quality, select items in the Fresh Sauces #10 department."
cc34bdb9-f555-4d43-86f8-72b7b38f1037,Selected Beverages #10,"High quality, select items in the Selected Beverages #10 department."
a6abcf00-c4db-44b1-a129-4d4943e99618,Signature Spices #10,"High quality, select items in the Signature Spices #10 department."
f7117fbb-01fa-4dda-a9a7-9ea0dca486e7,Artisanal Oils #10,"High quality, select items in the Artisanal Oils #10 department."
193b977e-2818-4f34-8fad-ceb6985bf742,Local Extracts #10,"High quality, select items in the Local Extracts #10 department."
17dd2341-1c99-422c-bb01-df6841935c27,Imported Beverages #10,"High quality, select items in the Imported Beverages #10 department."
42380c80-bbff-45ed-a51c-26696180d5cb,Specialty Condiments #10,"High quality, select items in the Specialty Condiments #10 department."
9d37943b-13d8-4f3f-97b8-b9f0b4cdcf47,Deluxe Confections #10,"High quality, select items in the Deluxe Confections #10 department."
d0aefcb8-e8ee-4037-bb7b-d4f3ba9319d0,Traditional Dairy #10,"High quality, select items in the Traditional Dairy #10 department."
0b5b2d3b-cc21-4ad3-9539-4cf17b9cbead,Vintage Grains #10,"High quality, select items in the Vintage Grains #10 department."
dc326d1c-1a52-44bb-abf0-c1bbf04ae657,Eco-Friendly Meats #10,"High quality, select items in the Eco-Friendly Meats #10 department."
36e45d3d-35dc-4b3c-9cbe-4fe00202c6ae,Diet Produce #10,"High quality, select items in the Diet Produce #10 department."
61ec404b-d583-49b8-8a80-57a612b0a762,Gluten-Free Seafood #10,"High quality, select items in the Gluten-Free Seafood #10 department."
a9af6ffd-29ae-4588-9e0e-e28d06fe5087,Premium Breads #10,"High quality, select items in the Premium Breads #10 department."
a5067c30-5f82-4b1c-b82f-a94a23e03999,Organic Desserts #10,"High quality, select items in the Organic Desserts #10 department."
838ce758-0d1b-4466-964d-7d19a0eb7c87,Gourmet Sauces #10,"High quality, select items in the Gourmet Sauces #10 department."
3152915f-5d76-49f4-8716-bba4a404cfec,Fresh Beverages #10,"High quality, select items in the Fresh Beverages #10 department."
0e553897-4ae9-4afd-9d66-02a57eaee95b,Selected Spices #10,"High quality, select items in the Selected Spices #10 department."
f8cd501d-585b-4f03-bc3e-ecc805437a76,Signature Oils #10,"High quality, select items in the Signature Oils #10 department."
9a6c6fe1-8b1f-4c66-90fd-6a4080163513,Artisanal Extracts #10,"High quality, select items in the Artisanal Extracts #10 department."
e3593d80-93d5-4caa-9676-ee99962cdf96,Local Beverages #10,"High quality, select items in the Local Beverages #10 department."
1a224ba0-b8e0-424b-b5a4-0d65ebaa47c0,Imported Condiments #10,"High quality, select items in the Imported Condiments #10 department."
b70a7907-eb70-4073-9135-e36ac4a4be7f,Specialty Confections #10,"High quality, select items in the Specialty Confections #10 department."
935771fc-0eb2-447a-b35a-5bee5e8edf0f,Deluxe Dairy #10,"High quality, select items in the Deluxe Dairy #10 department."
4cdcc271-2fa6-4f08-a5cd-9bcbb3e1ef99,Traditional Grains #10,"High quality, select items in the Traditional Grains #10 department."
fb5edb11-48ad-4f42-b364-c9dd4501eb8b,Vintage Meats #10,"High quality, select items in the Vintage Meats #10 department."
e729b76a-06e7-42dc-a066-4ca467c8b932,Eco-Friendly Produce #10,"High quality, select items in the Eco-Friendly Produce #10 department."
cd4bfac8-8abd-4e99-82df-bf7bb2bbf142,Diet Seafood #10,"High quality, select items in the Diet Seafood #10 department."
11d16e04-8021-4674-89e6-a7aa6995dffe,Gluten-Free Snacks #10,"High quality, select items in the Gluten-Free Snacks #10 department."
c99a6aff-6ae7-4539-a120-8bfd6a1e736c,Premium Desserts #10,"High quality, select items in the Premium Desserts #10 department."
4c00a105-2dfd-414e-bb8b-e960d681cc27,Organic Sauces #10,"High quality, select items in the Organic Sauces #10 department."
55f1a081-875e-492b-92dc-9032a674ae72,Gourmet Beverages #10,"High quality, select items in the Gourmet Beverages #10 department."
831443a1-e1a3-49d1-8714-02cd04a1aad6,Fresh Spices #10,"High quality, select items in the Fresh Spices #10 department."
a712b82b-5767-4105-925a-4bc346d72d8b,Selected Oils #10,"High quality, select items in the Selected Oils #10 department."
f34b7e28-d7cc-48ab-a059-47607be432a7,Signature Extracts #10,"High quality, select items in the Signature Extracts #10 department."
5bf67d3a-671b-4fe9-9468-c18527416023,Artisanal Beverages #10,"High quality, select items in the Artisanal Beverages #10 department."
f00cb6af-c7c0-4572-9e9b-40345104af1d,Local Condiments #10,"High quality, select items in the Local Condiments #10 department."
f83596f2-e136-4578-bbd2-c6b40db30cf6,Imported Confections #10,"High quality, select items in the Imported Confections #10 department."
0aa1e3e6-2541-4bd2-b8fc-adc95738f1cb,Specialty Dairy #10,"High quality, select items in the Specialty Dairy #10 department."
237713f3-cce0-48c9-a38c-c86869fd4e5c,Deluxe Grains #10,"High quality, select items in the Deluxe Grains #10 department."
e7f87abf-8cef-4bb5-93da-8ebafa4dd47e,Traditional Meats #10,"High quality, select items in the Traditional Meats #10 department."
92e5eaf6-e250-4be7-8492-ffbf27d1a64d,Vintage Produce #10,"High quality, select items in the Vintage Produce #10 department."
3e29c14f-3623-4506-8ea8-c541b9d8939b,Eco-Friendly Seafood #10,"High quality, select items in the Eco-Friendly Seafood #10 department."
b8126579-c39d-46b8-badd-104b80a5d011,Diet Snacks #10,"High quality, select items in the Diet Snacks #10 department."
3956b172-ee42-4bf5-b075-010a5c4e99f0,Gluten-Free Breads #10,"High quality, select items in the Gluten-Free Breads #10 department."
5182323f-69c6-45a4-bfbb-f395379e6b9e,Premium Sauces #10,"High quality, select items in the Premium Sauces #10 department."
eac9eddb-d1ad-490d-9d62-e0140827e6dd,Organic Beverages #10,"High quality, select items in the Organic Beverages #10 department."
129ad7ad-e690-408d-99a0-96190eee7c27,Gourmet Spices #10,"High quality, select items in the Gourmet Spices #10 department."
c77f8fa0-b22b-4cea-9f5c-ee0565142182,Fresh Oils #10,"High quality, select items in the Fresh Oils #10 department."
4be4ebfe-d0eb-43c7-93bb-403fd3670102,Selected Extracts #10,"High quality, select items in the Selected Extracts #10 department."
6b44672b-20dd-469b-b032-013788e4f7ff,Signature Beverages #10,"High quality, select items in the Signature Beverages #10 department."
77048d8e-88b8-4cb2-8bf1-f29d7660ad68,Artisanal Condiments #10,"High quality, select items in the Artisanal Condiments #10 department."
30d0b0a8-ff82-4ca1-8d6e-b5df47a84374,Local Confections #10,"High quality, select items in the Local Confections #10 department."
5bda99fc-053e-488c-8dfd-63bd3f3383b9,Imported Dairy #10,"High quality, select items in the Imported Dairy #10 department."
b6f98314-3ad7-4401-a2a9-8e0a77089f5e,Specialty Grains #10,"High quality, select items in the Specialty Grains #10 department."
ac21ce0b-ff8f-4193-94c8-e8a61d926bf7,Deluxe Meats #10,"High quality, select items in the Deluxe Meats #10 department."
56b84bc7-685f-4b43-b5b1-cf6a3c433f93,Traditional Produce #10,"High quality, select items in the Traditional Produce #10 department."
e5d2c1ea-903e-4358-b722-e4405c49d7f1,Vintage Seafood #10,"High quality, select items in the Vintage Seafood #10 department."
fd27a72c-6742-4643-82f2-188a387e559d,Eco-Friendly Snacks #10,"High quality, select items in the Eco-Friendly Snacks #10 department."
b0552265-e548-4ff7-861d-eeef7d916ea6,Diet Breads #10,"High quality, select items in the Diet Breads #10 department."
749818a5-1d99-4c74-a849-0c1281b128a6,Gluten-Free Desserts #10,"High quality, select items in the Gluten-Free Desserts #10 department."
7f37bb4d-15f4-489a-8d63-83cb2082b6e6,Premium Beverages #10,"High quality, select items in the Premium Beverages #10 department."
dd25623f-93f8-462e-848a-7549604e7f32,Organic Spices #10,"High quality, select items in the Organic Spices #10 department."
58094424-600f-4d63-9adf-be87a035190e,Gourmet Oils #10,"High quality, select items in the Gourmet Oils #10 department."
e8538dca-401b-48ef-805a-13a6e5689d9e,Fresh Extracts #10,"High quality, select items in the Fresh Extracts #10 department."
e2019629-681d-4410-a8a2-c3c8cdc2c4d6,Selected Beverages #10,"High quality, select items in the Selected Beverages #10 department."
92997dc1-da8e-4425-82e9-2f6124c6dab1,Signature Condiments #10,"High quality, select items in the Signature Condiments #10 department."
6b451ba7-f4eb-478b-b546-12b7d870469f,Artisanal Confections #10,"High quality, select items in the Artisanal Confections #10 department."
ae3f49ea-7ef8-46b3-9cdd-b7b37a441668,Local Dairy #10,"High quality, select items in the Local Dairy #10 department."
c69bd03b-4037-404b-8660-b5a5051ac9af,Imported Grains #10,"High quality, select items in the Imported Grains #10 department."
bf8d9b47-bfa4-4dfb-950d-b00ce77dba9b,Specialty Meats #10,"High quality, select items in the Specialty Meats #10 department."
65a90013-3a78-4254-803b-ca149f5a5811,Deluxe Produce #10,"High quality, select items in the Deluxe Produce #10 department."
e4c7eb87-6c01-48b7-85ea-238c4b3450ca,Traditional Seafood #10,"High quality, select items in the Traditional Seafood #10 department."
35b85f9c-87bd-4755-aaf6-883501d0a573,Vintage Snacks #10,"High quality, select items in the Vintage Snacks #10 department."
cf30a1bf-756b-4666-8cf2-ed61567ebcd3,Eco-Friendly Breads #10,"High quality, select items in the Eco-Friendly Breads #10 department."
abd33496-2da6-49f1-bf66-0c89a1da3f2c,Diet Desserts #10,"High quality, select items in the Diet Desserts #10 department."
7af16d3c-318f-43e3-bcdc-48fa46681493,Gluten-Free Sauces #10,"High quality, select items in the Gluten-Free Sauces #10 department."
bde80e10-3352-4264-ac8a-f232ad235265,Premium Spices #10,"High quality, select items in the Premium Spices #10 department."
4f147997-19c5-4487-9db3-a2b40745dc0a,Organic Oils #10,"High quality, select items in the Organic Oils #10 department."
983de161-31d9-4dd9-bf5a-6d195606907d,Gourmet Extracts #10,"High quality, select items in the Gourmet Extracts #10 department."
7e00b1d3-5808-4ed6-9775-2bb51ed83256,Fresh Beverages #10,"High quality, select items in the Fresh Beverages #10 department."
eff5a8c2-b5d4-4a8f-8e40-d70a6dbc99e3,Selected Condiments #10,"High quality, select items in the Selected Condiments #10 department."
bd28e22c-baaf-4fdb-af08-f8048b4237b1,Signature Confections #10,"High quality, select items in the Signature Confections #10 department."
a335e815-53e9-4fe2-9d79-ce5f04103f0c,Artisanal Dairy #10,"High quality, select items in the Artisanal Dairy #10 department."
86ae26a0-77f0-44f6-af1b-3a737220eaaf,Local Grains #10,"High quality, select items in the Local Grains #10 department."
d772640d-8574-4330-9f37-3e517e6fb4f7,Imported Meats #10,"High quality, select items in the Imported Meats #10 department."
407f6966-9acd-475e-af8b-d425122b1eb2,Specialty Produce #10,"High quality, select items in the Specialty Produce #10 department."
bef543aa-f755-428c-96e7-1019f5e15a3a,Deluxe Seafood #10,"High quality, select items in the Deluxe Seafood #10 department."
76db2cad-a9d8-4de4-a59f-04791ebe17d1,Traditional Snacks #10,"High quality, select items in the Traditional Snacks #10 department."
0c508128-d49c-40c8-953c-009bd9d4e6ef,Vintage Breads #10,"High quality, select items in the Vintage Breads #10 department."
d739e4b8-ef18-4aed-bc9d-2f62c5100348,Eco-Friendly Desserts #10,"High quality, select items in the Eco-Friendly Desserts #10 department."
9c650b50-b12a-469e-b9ec-b2e59438b905,Diet Sauces #10,"High quality, select items in the Diet Sauces #10 department."
f2f73141-3c55-4dec-a655-c9062f2a18cb,Gluten-Free Beverages #10,"High quality, select items in the Gluten-Free Beverages #10 department."
52eca214-d491-4eda-b76a-2a17a42270b2,Premium Oils #10,"High quality, select items in the Premium Oils #10 department."
2f3272db-b07b-46de-87bf-e89b305102f2,Organic Extracts #10,"High quality, select items in the Organic Extracts #10 department."
edd89662-c45f-4843-8105-abeaf249ded2,Gourmet Beverages #10,"High quality, select items in the Gourmet Beverages #10 department."
3ed1b8ef-ec59-4646-b3bf-f9012e44c77b,Fresh Condiments #10,"High quality, select items in the Fresh Condiments #10 department."
a324a05e-77e4-4410-846c-83413d156280,Selected Confections #10,"High quality, select items in the Selected Confections #10 department."
c9173d52-cdcd-452b-b283-90ccfd868df2,Signature Dairy #10,"High quality, select items in the Signature Dairy #10 department."
807f2d1e-a061-4d0d-8791-2f6d5f794be7,Artisanal Grains #10,"High quality, select items in the Artisanal Grains #10 department."
65829bbe-9dd5-4941-bdb3-565578be411c,Local Meats #10,"High quality, select items in the Local Meats #10 department."
cd2c99e6-24b0-4299-87db-c105bb1ddce3,Imported Produce #10,"High quality, select items in the Imported Produce #10 department."
d5deaddf-8bc0-4c53-8fea-66e695716dfc,Specialty Seafood #10,"High quality, select items in the Specialty Seafood #10 department."
98964a34-7cea-4c0a-8726-a79fb10b3ab9,Deluxe Snacks #10,"High quality, select items in the Deluxe Snacks #10 department."
23400ab3-183d-4e8a-92d3-a3109b509fc7,Traditional Breads #10,"High quality, select items in the Traditional Breads #10 department."
373d253e-5304-4c16-95de-d85f7463d10b,Vintage Desserts #10,"High quality, select items in the Vintage Desserts #10 department."
e770d092-3305-4fb1-a501-f0349b2f89e4,Eco-Friendly Sauces #10,"High quality, select items in the Eco-Friendly Sauces #10 department."
f9bc47ba-cc74-4493-bc83-5cee26aae38b,Diet Beverages #10,"High quality, select items in the Diet Beverages #10 department."
32bf78ba-f587-46f1-8566-8daf61db13bf,Gluten-Free Spices #10,"High quality, select items in the Gluten-Free Spices #10 department."
40e3073a-168a-4369-a180-abba45f5d2c3,Premium Extracts #10,"High quality, select items in the Premium Extracts #10 department."
238b6cd5-3130-4f08-9b97-47faaaaae0fa,Organic Beverages #10,"High quality, select items in the Organic Beverages #10 department."
03456bd8-661b-41c1-82fe-45c243cbf93d,Gourmet Condiments #10,"High quality, select items in the Gourmet Condiments #10 department."
46325f9c-d723-4727-aad8-5fd715dc413a,Fresh Confections #10,"High quality, select items in the Fresh Confections #10 department."
be016798-82e0-4b01-b395-56314c5391c5,Selected Dairy #10,"High quality, select items in the Selected Dairy #10 department."
89c9bedf-76e1-4664-906a-09fcf4e11741,Signature Grains #10,"High quality, select items in the Signature Grains #10 department."
3f98313c-7662-40e4-aafb-f1ffb17273b2,Artisanal Meats #10,"High quality, select items in the Artisanal Meats #10 department."
0256cad1-f182-4496-8bc5-75ae3e9ab753,Local Produce #10,"High quality, select items in the Local Produce #10 department."
ad720436-fb38-477e-ba1b-4fceca5a42e3,Imported Seafood #10,"High quality, select items in the Imported Seafood #10 department."
ab119420-b720-4cb0-b60d-bb4c2da7f34b,Specialty Snacks #10,"High quality, select items in the Specialty Snacks #10 department."
6f8257ef-4231-4685-b78c-121094d8a90c,Deluxe Breads #10,"High quality, select items in the Deluxe Breads #10 department."
ea10836d-f3b3-4ebf-a8b3-868989a150ad,Traditional Desserts #10,"High quality, select items in the Traditional Desserts #10 department."
84fee920-bd8b-4004-98d2-c4b5c3366919,Vintage Sauces #10,"High quality, select items in the Vintage Sauces #10 department."
fd5948ab-0440-4331-9f0e-fcfe31f71ec7,Eco-Friendly Beverages #10,"High quality, select items in the Eco-Friendly Beverages #10 department."
d7d43fd0-d4c4-4c10-956b-1d859ca8bd28,Diet Spices #10,"High quality, select items in the Diet Spices #10 department."
692556cd-5c5a-4981-b0bd-24c13d4475d3,Gluten-Free Oils #10,"High quality, select items in the Gluten-Free Oils #10 department."
10e7c691-ee3b-439e-b505-12075bff9145,Premium Beverages #11,"High quality, select items in the Premium Beverages #11 department."
d42ba1b8-9201-4108-988b-8b3001f9e88d,Organic Condiments #11,"High quality, select items in the Organic Condiments #11 department."
41781e14-95ff-4e5e-88f0-ca1889f23ad6,Gourmet Confections #11,"High quality, select items in the Gourmet Confections #11 department."
1eb72363-55fa-4741-86b5-68b8f4def4db,Fresh Dairy #11,"High quality, select items in the Fresh Dairy #11 department."
7701f002-3df1-473a-98e0-efd56b3ef8f0,Selected Grains #11,"High quality, select items in the Selected Grains #11 department."
c664859a-ff8a-495a-882a-fe365de79fd6,Signature Meats #11,"High quality, select items in the Signature Meats #11 department."
5d186d2f-77a1-4f4b-a397-583a6c407756,Artisanal Produce #11,"High quality, select items in the Artisanal Produce #11 department."
6d36773f-1c6a-4088-8563-7e0b4c686572,Local Seafood #11,"High quality, select items in the Local Seafood #11 department."
d5059437-a2f5-4592-b5fc-7368d3ea1973,Imported Snacks #11,"High quality, select items in the Imported Snacks #11 department."
a0ab2d71-9fdb-4e00-9197-126751daa3e0,Specialty Breads #11,"High quality, select items in the Specialty Breads #11 department."
e85e8832-964b-445a-b325-146a6a562bb5,Deluxe Desserts #11,"High quality, select items in the Deluxe Desserts #11 department."
a9bf8d87-c11f-4ab9-b01b-382e03b8b4c8,Traditional Sauces #11,"High quality, select items in the Traditional Sauces #11 department."
a5276de8-0269-4166-8d88-e335ab4741fd,Vintage Beverages #11,"High quality, select items in the Vintage Beverages #11 department."
b7e185e4-2b98-4822-bcea-9591aa26a014,Eco-Friendly Spices #11,"High quality, select items in the Eco-Friendly Spices #11 department."
5932f00e-9000-4fc9-9ab0-e3c3ad2ce528,Diet Oils #11,"High quality, select items in the Diet Oils #11 department."
648899e9-1207-4791-870f-26b020e8fe5c,Gluten-Free Extracts #11,"High quality, select items in the Gluten-Free Extracts #11 department."
ded438da-9035-4bf0-ba63-b676176a70de,Premium Condiments #11,"High quality, select items in the Premium Condiments #11 department."
2ccd3c2a-818e-4a28-9d32-45b3f7e6d138,Organic Confections #11,"High quality, select items in the Organic Confections #11 department."
422c9ddc-c2a2-4b40-aedd-c188e587bbef,Gourmet Dairy #11,"High quality, select items in the Gourmet Dairy #11 department."
98bbe1c4-87b3-4b3f-b6eb-1ccc08eed724,Fresh Grains #11,"High quality, select items in the Fresh Grains #11 department."
e51633f8-a497-4773-b1a5-4eb5d24f6d90,Selected Meats #11,"High quality, select items in the Selected Meats #11 department."
799384c6-d78b-4328-97e8-6762e2c14a3a,Signature Produce #11,"High quality, select items in the Signature Produce #11 department."
7459ded5-3ebc-4b7b-b181-78755dc895dc,Artisanal Seafood #11,"High quality, select items in the Artisanal Seafood #11 department."
678652ba-d2f1-42d2-9dcd-5d641e948fde,Local Snacks #11,"High quality, select items in the Local Snacks #11 department."
ff2c4797-696e-4930-853d-15e39e120414,Imported Breads #11,"High quality, select items in the Imported Breads #11 department."
85afb996-796f-4dfd-a241-5203d3df87c1,Specialty Desserts #11,"High quality, select items in the Specialty Desserts #11 department."
e86f7fa2-6b58-444b-86bb-91713e386adf,Deluxe Sauces #11,"High quality, select items in the Deluxe Sauces #11 department."
5d0ced75-2f0e-482a-b45b-d18b634c6ff0,Traditional Beverages #11,"High quality, select items in the Traditional Beverages #11 department."
5dee6120-89ed-4a5e-ad12-f5d7d40d5aed,Vintage Spices #11,"High quality, select items in the Vintage Spices #11 department."
d536bf67-d0c1-4ec4-9590-339d2b197b39,Eco-Friendly Oils #11,"High quality, select items in the Eco-Friendly Oils #11 department."
e424b717-8fee-46f6-b48c-2e13738f431e,Diet Extracts #11,"High quality, select items in the Diet Extracts #11 department."
f96aca16-3855-4ba4-8d9f-fc8c5f7df4e5,Gluten-Free Beverages #11,"High quality, select items in the Gluten-Free Beverages #11 department."
3d64ef4e-b182-46c4-ae44-3cd21e2a99e4,Premium Confections #11,"High quality, select items in the Premium Confections #11 department."
ed55fb68-544b-47cf-b995-27f5a0fd2508,Organic Dairy #11,"High quality, select items in the Organic Dairy #11 department."
7eadba1a-0c60-4b2e-906d-e1beb793b514,Gourmet Grains #11,"High quality, select items in the Gourmet Grains #11 department."
1c13d9c6-b548-4c80-8acb-98bc01ec5aca,Fresh Meats #11,"High quality, select items in the Fresh Meats #11 department."
aed88235-801e-4b9f-820b-f0908565a2ea,Selected Produce #11,"High quality, select items in the Selected Produce #11 department."
5ed33fbf-bb95-451f-a207-b2d110aa8cb7,Signature Seafood #11,"High quality, select items in the Signature Seafood #11 department."
